url,Bad Exposure,Bad White Balance,Bad Saturation,Noise,Haze,Undesired Blur,Bad Composition
http://farm3.staticflickr.com/2750/5754185530_1f902443d7.jpg,0.1089155314,0.1059085886,0,0,0,0,0.204967813
http://farm8.staticflickr.com/7007/6495746643_9596761d1c.jpg,0.2300296346,0.4994067625,0.2992272861,0,0,0,0.41295993
http://farm2.staticflickr.com/1058/734915698_ad39e3471b.jpg,0.2058704974,0.1039452003,-0.1046629655,0.1156818724,0.1023067641,0,0.3077155508
http://farm4.staticflickr.com/3586/3305648682_f240b1f743.jpg,0.406845805,0.1130310736,-0.0181453309,0.0808153499,0,0.0967390898,0.5095815026
http://farm5.staticflickr.com/4123/4902963089_59cccb210c.jpg,0.1086352348,0.315158589,0.3983164692,0,0,0,0.3282554215
http://farm7.staticflickr.com/6061/6084622877_2810b0ed7d_b.jpg,0.3899886859,0.4127885715,-0.6917820405,0.1110968428,0.1937695242,0.1862830465,0.409366033
http://farm3.staticflickr.com/2713/4069214555_0700ce09cd.jpg,0.2128646626,0.1901983227,-0.4095158653,0,0.0946558229,0,0.1995522984
http://farm4.staticflickr.com/3563/3513187693_3438f3f9ab.jpg,0.1029033609,0.2068228109,0,0,0.1094205875,0,0.1951858994
http://farm5.staticflickr.com/4129/5065631978_bf9462aef1.jpg,0.2213910617,0.109126917,0,0,0.1030705926,0,0.3944888482
http://farm5.staticflickr.com/4101/4787980500_2f04821162.jpg,0.2224690207,0.2952792892,0,0.120933766,0.101719169,0,0.3111745087
http://farm6.staticflickr.com/5523/11549229336_a8a70e5d6f_b.jpg,0.3121530002,0.2274671966,0,0.098754135,0.0989281084,0,0.206479965
http://farm8.staticflickr.com/7033/6668628549_5037fceac6.jpg,0.1061040371,0.2027586948,0,0,0,0,0.5186129524
http://farm4.staticflickr.com/3107/2887670235_5a181007a1.jpg,0.1982497902,0.1010662733,-0.3966257861,0,0,0.1072711891,0.6103432575
http://farm8.staticflickr.com/7342/8729087347_b375a09f7b.jpg,0.1917587971,0.3014358077,0,0.1027956981,0,0,0.1046833629
http://farm3.staticflickr.com/2051/1591320258_6cf3dc9d67.jpg,0.1038661123,0.2115249527,0,0,0,0.1903881958,0.4651889204
http://farm5.staticflickr.com/4069/4530410015_f7b76c0fed.jpg,0.3046646301,0.5470553298,-0.5111948185,0.0917238906,0,0,0.2767682212
http://farm4.staticflickr.com/3486/3207627816_01e7e94109.jpg,0.1123161677,0.1082848112,0,0,0,0,0.3092966698
http://farm3.staticflickr.com/2432/3586474512_880ce67730.jpg,0.1078065519,0.3228893616,-0.1114716777,0,0.2105409352,0.1026021456,0.1828149504
http://farm2.staticflickr.com/1080/777195522_c3008446bb.jpg,0.223373612,0.1085377327,0,0,0,0,0.3001105393
http://farm3.staticflickr.com/2105/2105215336_9bb40be303.jpg,0.4067745355,0.2034770813,-0.4019221113,0,0.1722298838,0,0.8040437449
http://farm7.staticflickr.com/6019/6234210205_bce85616f6.jpg,0.3055360909,0.1013691198,-0.4085255425,0,0.2066499411,0,0.3660403522
http://farm4.staticflickr.com/3377/3234055901_802aecd6f2.jpg,0.1201207807,0.5014602722,-0.5988614285,0,0.297687565,0,0.1896154593
http://farm4.staticflickr.com/3385/3543500427_665dd566ce.jpg,0.1059571278,0.2271079354,0,0,0.0957646013,0.1001226099,0.3021331391
http://farm3.staticflickr.com/2216/2120380060_4e62213cf6.jpg,0.1066355778,0,0,0,0,0,0.2083237381
http://farm3.staticflickr.com/2148/2180626135_000c2738df.jpg,0.101134944,0.4079299796,-0.2065669081,0,0.0975052269,0,0.2034073439
http://farm1.staticflickr.com/123/372941555_f7731cd7d4.jpg,0.3183694642,0.3167555958,0,0,0,0,0.596550295
http://farm3.staticflickr.com/2536/3854906572_04c8f7e5b2.jpg,0.2148577734,0,0,0,0,0,0.1002672469
http://farm4.staticflickr.com/3078/3203194346_76f64b72f2.jpg,0.1019738275,0,0,0,0,0,0.4213548015
http://farm5.staticflickr.com/4091/5010612916_36f6369ac7.jpg,0.2425166218,0.3057478549,0,0,0,0,0.2148067691
http://farm2.staticflickr.com/1090/1022533253_7d0efe61b9.jpg,0.3327058979,0,0,0,0.1175899657,0,0.2226016409
http://farm4.staticflickr.com/3159/2470197456_fa141344d6.jpg,0.1161632924,0.212927717,0,0.1073079091,0.2097018002,0,0.1028367767
http://farm4.staticflickr.com/3223/3050846075_20f1cabd02.jpg,0.6144530308,0.4060244672,0,0.2125888917,0.1971183162,0.097992482,0.3870054618
http://farm7.staticflickr.com/6084/6142425841_7cee5cd5f8.jpg,0.3125236584,0.448861911,-0.1900444571,0.1054046725,0.2008781229,0.1001226099,0.1984718405
http://farm5.staticflickr.com/4116/4735150394_7ab84c8fb1.jpg,0.1028327038,0.2150341448,-0.1998193181,0,0.1154489137,0,0.48913354
http://farm1.staticflickr.com/199/505112415_c7f3bf3410.jpg,0.6144623285,0,0,0,0,0,0.1005913998
http://farm7.staticflickr.com/6132/5919298113_69c2ec866f.jpg,0.400371021,0.2043786866,-0.100761175,0.1164759213,0,0.1004430335,0.3118924792
http://farm4.staticflickr.com/3301/3293301828_ed03bc9645.jpg,0.1066355778,0,-0.2162123656,0.205006068,0,0.2210557437,0.1888823311
http://farm3.staticflickr.com/2590/5786521601_f8fd5521a1.jpg,0.2859203266,0.1072533247,0,0,0,0,0.2138898508
http://farm6.staticflickr.com/5094/5477018361_ed0c1dc54d.jpg,0.2980345323,0,0,0.0724233413,0,0,0.202987053
http://farm4.staticflickr.com/3213/2428566996_1460d5c838.jpg,0.7911837061,0,-0.0928247479,0.1698831475,0,0,0.10081007
http://farm4.staticflickr.com/3154/2756188524_2ec22c3a43.jpg,0.1260344942,0,-0.2933417423,0,0,0,0.2765439851
http://farm4.staticflickr.com/3282/2299135512_23dfbc8c39.jpg,0.2317894295,0,0,0,0.0954899098,0.0984797908,0.2930025047
http://farm4.staticflickr.com/3398/4560615030_2aeb66e4ae.jpg,0.119738254,0,0,0.0545107726,0.0546196358,0,0.3428237713
http://farm4.staticflickr.com/3011/2666187505_548ee79aaf.jpg,0.1084574938,0.1122134133,0,0,0,0.1068802661,0.4908617749
http://farm1.staticflickr.com/224/459747996_7805529485.jpg,0.1081878804,0.2000909099,-0.302017368,0,0.0940185468,0,0.3163508159
http://farm5.staticflickr.com/4007/4582088912_cee07321ea.jpg,0.2043902746,0.1055563265,0,0.1157978054,0,0,0.2227390912
http://farm7.staticflickr.com/6161/6163649947_5cd3c23095.jpg,0.1260344942,0.217710779,-0.1106085369,0,0,0.0977726055,0.2765439851
http://farm1.staticflickr.com/140/318418571_2501fe5620.jpg,0.102842676,0,0,0,0,0,0.2844419178
http://farm5.staticflickr.com/4147/5396669166_4e8108fa1c.jpg,0.4419794158,0.2139485256,0,0.099029982,0.1026113157,0,0.4003752139
http://farm5.staticflickr.com/4009/4683983391_e81a87dda3.jpg,0.1093651525,0,0,0,0,0,0.1001241394
http://farm8.staticflickr.com/7099/7281276010_d04d031d0f.jpg,0.1067253494,0,0,0,0,0,0.1937095254
http://farm8.staticflickr.com/7306/8715231042_3f38feb8bd.jpg,0.1077287781,0.3955308604,0,0.1078081344,0,0,0.3963663054
http://farm1.staticflickr.com/39/110181491_71d6a8d535.jpg,0.1128849846,0.1117455291,0,0,0.0973844848,0.098098388,0.5366678385
http://farm8.staticflickr.com/7316/10361522234_2fa17d6bab_b.jpg,0.5951799066,0.1080369475,0,0,0.1029010355,0,0.4346098016
http://farm4.staticflickr.com/3806/9880043935_624dd8de8b.jpg,0.207448618,0.1140663754,0,0,0,0,0.3234961822
http://farm4.staticflickr.com/3252/3033867468_c9fdc54637.jpg,0.3945775039,0.6044272357,-0.1966964297,0.1057729557,0,0.0976548443,0.4783105505
http://farm2.staticflickr.com/1359/869343848_6c9ade128b.jpg,0.4122159892,0.1036227476,0,0.1052416405,0.2989161401,0,0.4110454479
http://farm6.staticflickr.com/5218/5499337607_842cf6e485.jpg,0.3329946018,0.1017118381,0,0,0,0,0.206079863
http://farm1.staticflickr.com/775/21617440442_9de8379985_b.jpg,0.1075739195,0,0,0,0,0,0.1004604868
http://farm5.staticflickr.com/4040/4620879388_79a958c228.jpg,0.3985451233,0.3032472189,-0.3025599072,0.1001528069,0,0.0983352444,0.3030050885
http://farm4.staticflickr.com/3468/3376885593_5e0ab8f185.jpg,0.1077287781,0,-1,0.1078081344,0.1971183162,0.097992482,0.2113591768
http://farm1.staticflickr.com/125/387872613_ad3be7c96c.jpg,0.1044087925,0.2011296398,0,0,0,0.1026691756,0.2045287599
http://farm4.staticflickr.com/3573/3551955469_c257faafd7.jpg,0.2088263805,0.6052144159,0.2996129644,0.2497722063,0,0,0.1024855561
http://farm2.staticflickr.com/1329/5114620705_63a5f68c9e.jpg,0,0.1128522153,0,0,0,0,0.1154372275
http://farm3.staticflickr.com/2125/2158627178_30017047d2.jpg,0.315085686,0.2838950266,0,0.1887457888,0,0.1179736294,0.4824157662
http://farm5.staticflickr.com/4043/4613714150_f2bbafa9fb.jpg,0.5,0,-0.200856895,0,0,0,0.5888412303
http://farm5.staticflickr.com/4009/4405737954_0ee100acf6.jpg,0.1104739428,0,-0.1114716777,0,0.2052275103,0,0.5091370058
http://farm4.staticflickr.com/3018/2628276445_01b0d92ec5_b.jpg,0.1075739195,0.4138285737,0,0,0.2263413915,0.1004408584,0.1004604868
http://farm5.staticflickr.com/4149/5070917105_6e4f217c7a.jpg,0.0993216809,0.2059698025,0,0.1007912324,0,0,0.295707094
http://farm1.staticflickr.com/42/86279206_8214e5fa12_b.jpg,0.2979122162,0.4135393774,0.1964218205,0.1032789245,0,0.2981884031,0.1869144101
http://farm9.staticflickr.com/8110/8480975416_41d5e78588.jpg,0.399681141,0,0.2835560589,0.0724233413,0,0,0.3950763207
http://farm4.staticflickr.com/3630/3615987877_359021d6a3.jpg,0.1094586587,0.1132069764,0,0.0938526215,0,0.2992070485,0.5811867358
http://farm3.staticflickr.com/2624/4165135208_7860dd7ca8.jpg,0.1907243785,0.3912676728,0,0,0,0,0.4190196105
http://farm4.staticflickr.com/3657/4566772372_96db4c4583.jpg,0.2996237729,0.1058968549,0,0,0.1008168508,0,0.1005913998
http://farm2.staticflickr.com/1090/721371174_fc4abf18c4.jpg,0.1907243785,0.2088266472,0.2956112661,0.1149355744,0,0,0.5197988773
http://farm5.staticflickr.com/4096/4762970509_83d7f2458c.jpg,0.1104739428,0,-0.0094797782,0,0.2052275103,0,0.1982341028
http://farm1.staticflickr.com/198/455730749_e4755e876e.jpg,0.2154342954,0.1056484824,-0.0020146718,0.0992955739,0,0,0.3141735056
http://farm1.staticflickr.com/93/214040190_da17eeb960.jpg,0.0884753465,0.0695674992,0,0,0.0972104418,0,0.1010076984
http://farm6.staticflickr.com/5534/10394512714_53d7d3aa3b.jpg,0.1071937876,0,0,0.0997536394,0,0.1012779066,0.2103104962
http://farm8.staticflickr.com/7123/8169508192_cf1037b42d.jpg,0,0.1879250695,0,0.1011481855,0,0,0.4103186516
http://farm4.staticflickr.com/3529/3459018052_6cd28824b0.jpg,0.0919777342,0.221450228,0,0.2068382278,0,0,0.0923238255
http://farm4.staticflickr.com/3025/2883734096_ced0495797_b.jpg,0.1130092348,0.391568991,0,0.0993559509,0,0,0.092942179
http://farm5.staticflickr.com/4065/4591076325_d1d239b729.jpg,0.0962487508,0.1907350689,-0.4196207624,0,0,0,0.2864561135
http://farm3.staticflickr.com/2069/2460950308_378dd93fe7.jpg,0.3201311372,0.3959017827,0.2019170326,0.1060780912,0,0.1042914529,0.6173281157
http://farm9.staticflickr.com/8536/9023555652_4761a6f331.jpg,0.1052236485,0.2081031503,-0.1982711401,0,0,0,0.0950304809
http://farm1.staticflickr.com/110/282602582_a66eeb8852.jpg,0.1012115636,0,-0.101997029,0,0,0.0972534184,0.3224957334
http://farm4.staticflickr.com/3637/3508670834_ed6e558727.jpg,0,0.1140663754,0,0,0,0.2872117533,0.4262034967
http://farm1.staticflickr.com/55/129355933_1416e4daf3.jpg,0.1121138152,0.3018300611,0,0,0,0,0.0996453606
http://farm4.staticflickr.com/3350/3628867899_105a6187c5.jpg,0.0985799765,0.1100214,0,0,0,0,0.5129707447
http://farm3.staticflickr.com/2696/4113828093_d5718a95b3.jpg,0.7058063884,0.5008653816,-0.0052172477,0.2012981173,0,0.1015222117,0.1937204864
http://farm7.staticflickr.com/6162/6162174540_b103bd9f44.jpg,0.1100113141,0.1057917349,0,0,0,0,0.1005610659
http://farm8.staticflickr.com/7076/7360613456_246110520b.jpg,0.1017287234,0,-0.2019793861,0,0.0971559795,0,0.1966997636
http://farm1.staticflickr.com/201/495602464_e8a658f6ab.jpg,0.1052305152,0.1089108051,0,0,0,0,0.1001672544
http://farm4.staticflickr.com/3218/3086332836_5ac76f3c3a.jpg,0.1063045904,0.1004377298,-0.3027728431,0,0,0,0.1024050047
http://farm9.staticflickr.com/8543/8682898192_5d91d332ef.jpg,0,0.2006380333,0.1905931953,0.1183069175,0,0.2990425168,0.1976585865
http://farm4.staticflickr.com/3092/3172763740_d0961c12bf.jpg,0.4103040801,0.197092547,0.4000052185,0.2033276463,0,0.1026691756,0.410312998
http://farm1.staticflickr.com/98/225440643_2fa07702d7.jpg,0.2967825116,0.1998359428,0,0.1990319051,0,0.1897278001,0.1924809503
http://farm4.staticflickr.com/3206/2376514726_d31a9e0bda.jpg,0,0.1068098776,0,0,0,0,0.3111734802
http://farm3.staticflickr.com/2392/2457576800_51551ce5a6_b.jpg,0,0.1966433267,0,0.1011481855,0,0,0.3114984739
http://farm3.staticflickr.com/2127/1555825090_b59932454c.jpg,0.2186932654,0.0946959503,-0.0982840991,0.0907575959,0,0,0.4021309833
http://farm7.staticflickr.com/6068/6092580805_df14c38e89.jpg,0.239960848,0.1033096439,0,0,0.0964484216,0,0.2876962903
http://farm4.staticflickr.com/3743/9307479130_0bf1cd896c_b.jpg,0.3709708109,0,-1,0,0,0.0942675262,0
http://farm1.staticflickr.com/82/242662985_6643087c88.jpg,0.3191188421,0.3283929762,-0.102061019,0.2062855701,0,0,0.3039584316
http://farm4.staticflickr.com/3639/5784499719_e05995d03b.jpg,0,0,0,0,0,0,0.6187895314
http://farm8.staticflickr.com/7168/6430145649_193253b9db.jpg,0.2993283544,0.0836823375,0,0,0,0,0.206479965
http://farm8.staticflickr.com/7156/6762891615_c4d702f367.jpg,0.533281088,0.3024741617,-0.7059827291,0,0,0,0.195809149
http://farm3.staticflickr.com/2754/4330911481_e0acee69cd.jpg,0.1038890005,0.3115929335,-0.201899105,0,0.0990659981,0.1862830465,0.3905314769
http://farm6.staticflickr.com/5778/23375542763_352bd609f2_b.jpg,0,0.2996217253,0,0,0,0,0.4809864499
http://farm9.staticflickr.com/8202/8180205284_ff9f96ecc0.jpg,0.2206884467,0.1178464056,0,0.1024323336,0,0,0.0948237255
http://farm1.staticflickr.com/40/101993157_88ffeefe70.jpg,0.1066355778,0,0,0,0,0,0.3169031627
http://farm5.staticflickr.com/4041/4574879508_917bbbb962.jpg,1,0.1588407717,-0.3994343871,0,0,0.1402415271,0.2980177305
http://farm5.staticflickr.com/4134/4783686237_112e3f9cac.jpg,0.1107625698,0.2127179787,0,0,0,0,0
http://farm8.staticflickr.com/7315/8810209070_4fca8fe9a5.jpg,0.2224690207,0.1138343054,-0.1982711401,0.0849415738,0.101719169,0,0.2904331265
http://farm8.staticflickr.com/7300/12436923795_afd443233c.jpg,0.1130092348,0.3093227092,0.393050035,0.1044112439,0,0.1008313715,0.3980886774
http://farm7.staticflickr.com/6192/6130971148_5e3fe78df7.jpg,0.3018744455,0.4408867003,0.1060683104,0,0.0948882866,0.1954450261,0.3890488417
http://farm6.staticflickr.com/5267/5564747864_c016fe533e.jpg,0.2687931805,0.6291991148,0,0,0,0,0.222207666
http://farm6.staticflickr.com/5137/5459675750_7cbfd221c3_b.jpg,0,0,-1,0.0830663584,0.2982464686,0,0.1960020661
http://farm4.staticflickr.com/3567/5844903158_c913c5e39d.jpg,0.2065919567,0.1015222121,-0.205038519,0,0,0.1137480926,0.2886266445
http://farm5.staticflickr.com/4016/4631068649_527a641b11.jpg,0.1201207807,0.5048061997,0,0,0,0,0.194976338
http://farm1.staticflickr.com/42/77144211_07beb98e0c.jpg,0.0985799765,0,0,0.1177480633,0,0,0.5185239632
http://farm5.staticflickr.com/4148/4980023149_c944d265fd_b.jpg,0.3046646301,0.2231687127,-0.3934638162,0.296115397,0,0,0.2140935537
http://farm4.staticflickr.com/3677/10337091495_f8aa5416f7.jpg,0,0.2093502725,0,0,0,0,0
http://farm9.staticflickr.com/8323/8137944905_e614946c1f.jpg,0.399950037,0.1053380891,0,0,0,0.1927526018,0.0970389574
http://farm2.staticflickr.com/1063/585194684_51fd7947cb.jpg,1,0.2112170412,-0.801954942,0.0930379401,0,0.2046168181,0.2024524615
http://farm6.staticflickr.com/5144/5661679321_1910098fcb.jpg,0.0985993787,0,0,0,0,0,0.595912014
http://farm5.staticflickr.com/4095/4734961640_3453450b2e.jpg,0.1051405179,0.4150642067,-0.1949503496,0.1804602148,0,0,0.2061532616
http://farm4.staticflickr.com/3812/12168405863_c2294d98fb.jpg,0.0985799765,0,0,0.1131962833,0,0,0.4150684227
http://farm6.staticflickr.com/5681/21597214996_a4876466ba_b.jpg,0.2049052259,0.2160335738,0.3930211877,0.0721254398,0,0,0.1975776295
http://farm3.staticflickr.com/2687/4440751604_07da0157dc.jpg,0,0,0,0,0,0,0.098723867
http://farm1.staticflickr.com/37/76049293_f9b5a76a5a_b.jpg,0.1121138152,0.1941075413,0,0,0,0.0993594458,0.0996453606
http://farm1.staticflickr.com/110/312358037_66860df493.jpg,0.5027597881,0.5062491887,0,0,0,0,0.3218531383
http://farm3.staticflickr.com/2784/4406668343_2d18af5bb5.jpg,0.399950037,0,0,0.1020061505,0,0,0.2873596396
http://farm2.staticflickr.com/1222/5100730710_a72ced079c.jpg,0,0.1047431923,0,0.1069065411,0,0,0.1001241394
http://farm4.staticflickr.com/3403/3334728044_e3c610b46a.jpg,0,0,0,0.1961700372,0.0990282452,0,0
http://farm4.staticflickr.com/3251/2600394663_2b3aa3a4d5.jpg,0,0,-0.1002112475,0,0,0,0.3428642466
http://farm3.staticflickr.com/2268/2080818184_ba72f0c20a.jpg,0.4162442664,0.2935150631,0.224329379,0.0976124796,0,0,0.2033638627
http://farm1.staticflickr.com/116/284225513_08873a4ee8.jpg,0.1000886984,0.1200215754,0.1918395181,0.1015279005,0,0,0.378108265
http://farm4.staticflickr.com/3267/2559632499_4983e5eb0f.jpg,0.1788254535,0,0,0,0.1039469242,0.1882168334,0.3131035838
http://farm9.staticflickr.com/8469/8083199313_43b181a581.jpg,0.1208810114,0,0,0.0584303213,0,0,0.3132232155
http://farm5.staticflickr.com/4012/4465724394_65ea2276b7.jpg,0.424336432,0.7963927757,-0.5011336277,0.1046393317,0,0.0995322672,0
http://farm3.staticflickr.com/2271/1795119753_257baa7a0a.jpg,0.1039788373,0.1016499651,0,0,0,0.0956084106,0.1937204864
http://farm2.staticflickr.com/1240/1470173173_52c1fab0aa.jpg,0.2144634667,0.2081031503,0,0.0990486815,0,0,0.3019265854
http://farm1.staticflickr.com/209/488457703_3632aa7236.jpg,0.5458293726,0.4872481396,0,0.0776109007,0.091554432,0,0.1960020661
http://farm5.staticflickr.com/4055/4456311129_faff93fa69.jpg,0.2034301977,0.2205302138,0,0.0997246849,0.2029802813,0,0.4127795417
http://farm3.staticflickr.com/2843/10526098713_110c568c67.jpg,0,0.1035040537,0,0.1113718703,0.2105794029,0.0948613644,0.0913240693
http://farm4.staticflickr.com/3246/2775502354_afd5e1583f.jpg,0.2080709674,0.1082848112,0,0,0,0,0.2930999082
http://farm1.staticflickr.com/237/3263888241_10de8d52c5.jpg,0,0,0,0,0,0,0
http://farm6.staticflickr.com/5736/21442739118_c2423e5096_b.jpg,0,0.1057917349,0.2018787427,0.1076209565,0,0,0.1005610659
http://farm8.staticflickr.com/7419/9051687397_9c6cd4903b.jpg,0,0,-0.1580814804,0.2298608678,0.0956343538,0,0.1892246625
http://farm3.staticflickr.com/2570/4094279161_800d7e8f66.jpg,0.0980826951,0.1026292871,0.2963157901,0.0875781579,0,0.096630183,0.1998181315
http://farm4.staticflickr.com/3062/2997114490_f2a9f921f4.jpg,0.8180756587,0.270750868,0.3005891641,0,0,0.110124816,0.2001925041
http://farm4.staticflickr.com/3422/3902116907_bbd17e4ba7.jpg,0.1014130738,0.3007305092,0.0925223803,0,0.1000695985,0,0.0982169494
http://farm5.staticflickr.com/4014/4677946439_5a29d54467.jpg,0.1105047785,0.3034997529,-0.1982711401,0,0,0,0.5693007585
http://farm3.staticflickr.com/2266/1900194668_b8280fbf9f_b.jpg,0.0814816491,0.1077745567,0,0,0.1958506422,0.096143353,0.1138963544
http://farm1.staticflickr.com/84/274490678_09f73183fb.jpg,0.3118770057,0.1817944896,-0.2035649073,0,0,0.2144162689,0.537672424
http://farm5.staticflickr.com/4054/4697022000_5deae09b69.jpg,0.3344159665,0.1015634795,0,0,0,0.1921810502,0.205950873
http://farm2.staticflickr.com/1283/534970409_64b49f7dca.jpg,0.2425166218,0.4008683197,0,0.0978191982,0.0964484216,0,0.3984659725
http://farm4.staticflickr.com/3615/3509977505_3ea17bc608_b.jpg,0.1086077129,0.2104619561,0,0,0,0,0.3021630439
http://farm4.staticflickr.com/3119/2793421460_c6e56cd785.jpg,0.1071937876,0,0,0,0,0,0.5078420611
http://farm6.staticflickr.com/5526/11383840275_c162d6784c_b.jpg,0.1000886984,0.4111067357,0,0.1902981793,0.0940507792,0,0.1081800333
http://farm4.staticflickr.com/3142/2748879013_de2e6e7a33.jpg,0.0976106502,0.1952473461,0,0.1847425011,0.2063307677,0.1000180452,0.1001472012
http://farm9.staticflickr.com/8199/8217170951_5f4747fed7.jpg,0.1133865745,0,0.2049294636,0,0,0,0.0963867271
http://farm9.staticflickr.com/8107/8608296725_11d3873ff2.jpg,0.4382478348,0.0996291063,0,0.0998897411,0,0,0.6034561461
http://farm6.staticflickr.com/5014/5488607321_9dfd2fcb0e.jpg,0.1020854196,0.1042705238,0,0,0,0,0.1877585282
http://farm9.staticflickr.com/8432/7732354794_0d958f8e01.jpg,0.3442021469,0.6428176049,0.386744599,0.1177480633,0,0,0.4150684227
http://farm3.staticflickr.com/2042/2343377035_a92dcc8922_b.jpg,0.5400826307,0.3004981095,0,0.0803223433,0,0,0.0991345289
http://farm8.staticflickr.com/7195/6818591628_06dd3527ce.jpg,0.6679518243,0,0,0,0.1009186298,0,0.3869733198
http://farm6.staticflickr.com/5021/5654033857_c118dbc3b5.jpg,0.1123161677,0.1082848112,0,0,0,0,0.3988900327
http://farm5.staticflickr.com/4135/5433447600_53306d45a0.jpg,0.3957205877,0.5978844779,-0.3228688719,0.1901592328,0.2033364065,0.0971418137,0.1741459132
http://farm3.staticflickr.com/2461/3702143504_ce196c6723_b.jpg,0.1077287781,0.107344437,0,0,0,0,0.155080106
http://farm4.staticflickr.com/3121/2925612081_548b69f817.jpg,0.3909918879,0.1146181282,0,0.0965818502,0,0,0.275965767
http://farm1.staticflickr.com/104/259381737_039b119fa7.jpg,0.3157955669,0.2070855489,0,0.1055967553,0,0.1029514786,0.1849840252
http://farm7.staticflickr.com/6008/5983861191_a3c464bb86.jpg,0.2100567721,0.2212206733,0,0.0965668003,0,0.2072846287,0.0988615246
http://farm3.staticflickr.com/2726/5750463750_8c97419bf1.jpg,0.1019738275,0.2131749131,0,0,0,0,0.098723867
http://farm9.staticflickr.com/8262/8608941916_9c3eea5c5f.jpg,0,0.1041997968,0,0,0,0,0.1998181315
http://farm3.staticflickr.com/2547/3773143380_0eea5bc2a2.jpg,0.0879498554,0,0,0,0,0.2165330963,0.5266732551
http://farm5.staticflickr.com/4035/4312859379_25f5357fe2.jpg,0.3985995961,0.4254359575,-0.2107748505,0.0800442799,0.288973186,0,0
http://farm7.staticflickr.com/6038/6379622501_283604b8ef.jpg,0,0.1028094645,0,0.2189288108,0,0,0.4852509945
http://farm5.staticflickr.com/4022/5149076862_7ce3c7a1b1.jpg,0.1981705303,0,-0.295351931,0.2113286602,0.1175899657,0,0.2226016409
http://farm3.staticflickr.com/2289/2244410053_595912c3d1.jpg,0.1869506799,0.1015634795,0,0,0.1722298838,0.1921810502,0.205950873
http://farm1.staticflickr.com/197/441636593_b83985c4e7.jpg,0.3266043872,0.1083328597,0,0,0,0.2976565507,0.8077995291
http://farm9.staticflickr.com/8445/7865379590_4262517b4b.jpg,0,0,0,0,0,0,0.0991345289
http://farm4.staticflickr.com/3214/2352779281_aaf06a89d8.jpg,0.2224690207,0.3044780209,0,0,0.101719169,0,0
http://farm7.staticflickr.com/6214/6278790281_f12fff0591_b.jpg,0,0,0,0,0,0,0.1024050047
http://farm3.staticflickr.com/2522/4053079680_40b17d4bf8.jpg,0.0879498554,0.1272561013,0,0,0,0,0.2269649236
